record_id,source_name,layer,layer_name,pubchem_cid,inchikey,existing_formula,canonical_smiles,Canonical_RDKit_SMILES,RDKit_MolecularFormula,RDKit_MolecularWeight,RDKit_LogP,RDKit_TPSA,RDKit_HBondDonors,RDKit_HBondAcceptors,RDKit_RotatableBonds,RDKit_RingCount,RDKit_AromaticRings,RDKit_AliphaticRings,RDKit_HeavyAtomCount,RDKit_HeteroAtoms,RDKit_FractionCSP3,RDKit_MolMR,RDKit_FormalCharge,RDKit_AtomCount,RDKit_CarbonCount,RDKit_NitrogenCount,RDKit_OxygenCount,RDKit_PhosphorusCount,RDKit_SulfurCount,PCA_PC1,PCA_PC2,PCA_PC3,network_degree,cross_layer_degree,betweenness_centrality
PUBCHEM_5281,stearic acid,2,Prebiotic building blocks,5281,QIQXTHQIDYTFRH-UHFFFAOYSA-N,,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.4839999999999,6.332500000000007,37.3,1.0,1.0,16.0,0.0,0.0,0.0,20.0,2.0,0.9444444444444444,87.18180000000008,0.0,20.0,18.0,0.0,2.0,0.0,0.0,1.5226572695945713,6.57865747925457,-1.2832123523503676,37,22,0.001520180025389248
PUBCHEM_5460005,2-deoxyribose,2,Prebiotic building blocks,5460005,ASJSAQIRZKANQN-CRCLSJGQSA-N,,C(C=O)[C@@H]([C@@H](CO)O)O,O=CC[C@H](O)[C@H](O)CO,C5H10O4,134.131,-1.7105,77.76,3.0,4.0,4.0,0.0,0.0,0.0,9.0,4.0,0.8,29.780399999999986,0.0,9.0,5.0,0.0,4.0,0.0,0.0,-0.4152373500732617,0.5732424544471051,-1.3689321772849359,9,5,0.0033848381755494923
PUBCHEM_5789,thymidine,5,DNA/deoxyribonucleotide systems,5789,IQFYYKKMVGJFEH-XLPZGREQSA-N,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,C10H14N2O5,242.231,-1.5142799999999992,104.55000000000001,3.0,5.0,2.0,2.0,1.0,1.0,17.0,7.0,0.6,57.679300000000026,0.0,17.0,10.0,2.0,5.0,0.0,0.0,2.8394651819183805,0.3739774390080951,0.5907404537278789,25,14,0.05064384790636255
PUBCHEM_5793,glucose,2,Prebiotic building blocks,5793,WQZGKKKJIJFFOK-GASJEMHNSA-N,,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,C6H12O6,180.156,-3.2213999999999987,110.38000000000001,5.0,6.0,1.0,1.0,0.0,1.0,12.0,6.0,1.0,35.98599999999999,0.0,12.0,6.0,0.0,6.0,0.0,0.0,1.5001096801455958,-0.3273829358266823,-1.4806952489413474,10,3,0.017710309930423784
PUBCHEM_5862,cysteine,2,Prebiotic building blocks,5862,XUJNEKJLAYXESH-REOHCLBHSA-N,,C([C@@H](C(=O)O)N)S,N[C@@H](CS)C(=O)O,C3H7NO2S,121.16099999999999,-0.6719,63.31999999999999,3.0,3.0,2.0,0.0,0.0,0.0,7.0,4.0,0.6666666666666666,29.464199999999998,0.0,7.0,3.0,1.0,2.0,0.0,1.0,-1.196356335881503,0.1115924653963346,-0.21479893416942591,42,24,0.005925632304274172
PUBCHEM_5950,alanine,2,Prebiotic building blocks,5950,QNAYBMKLOCPYGJ-REOHCLBHSA-N,,C[C@@H](C(=O)O)N,C[C@H](N)C(=O)O,C3H7NO2,89.09400000000001,-0.5817999999999999,63.31999999999999,2.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,0.6666666666666666,21.285200000000003,0.0,6.0,3.0,1.0,2.0,0.0,0.0,-1.6138420528963295,0.09991290389680925,-0.4772553706686107,53,29,0.01188106469852254
PUBCHEM_5951,serine,2,Prebiotic building blocks,5951,MTCFGRXMJLQNBG-REOHCLBHSA-N,,C([C@@H](C(=O)O)N)O,N[C@@H](CO)C(=O)O,C3H7NO3,105.09299999999999,-1.6093999999999995,83.55,3.0,3.0,2.0,0.0,0.0,0.0,7.0,4.0,0.6666666666666666,22.697000000000003,0.0,7.0,3.0,1.0,3.0,0.0,0.0,-0.9680828242009477,-0.0916405684121342,-0.779185658012832,47,27,0.027710545810009313
PUBCHEM_5957,adenosine triphosphate,4,RNA/ribonucleotide systems,5957,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C10H16N5O13P3,507.18200000000013,-1.6290000000000004,279.12999999999994,7.0,13.0,8.0,3.0,2.0,1.0,31.0,21.0,0.5,95.47570000000002,0.0,31.0,10.0,5.0,13.0,3.0,0.0,10.300437645131597,-0.11296397205076972,-0.06927463136605941,28,19,2.7640378125923388e-05
PUBCHEM_5960,aspartic acid,2,Prebiotic building blocks,5960,CKLJMWTZIZZHCS-REOHCLBHSA-N,,C([C@@H](C(=O)O)N)C(=O)O,N[C@@H](CC(=O)O)C(=O)O,C4H7NO4,133.103,-1.1269999999999998,100.61999999999999,3.0,3.0,3.0,0.0,0.0,0.0,9.0,5.0,0.5,27.863999999999997,0.0,9.0,4.0,1.0,4.0,0.0,0.0,-0.43826125769097096,0.016700701187412046,-0.8012147793688764,47,23,0.005446370387808093
PUBCHEM_5962,lysine,2,Prebiotic building blocks,5962,KDXKERNSBIXSRK-YFKPBYRVSA-N,,C(CCN)C[C@@H](C(=O)O)N,NCCCC[C@H](N)C(=O)O,C6H14N2O2,146.19,-0.47269999999999873,89.34,3.0,3.0,5.0,0.0,0.0,0.0,10.0,4.0,0.8333333333333334,38.5166,0.0,10.0,6.0,2.0,2.0,0.0,0.0,-0.09958179430633785,1.3173443812301735,-0.6882378781537054,38,20,0.008697487188576316
PUBCHEM_597,cytosine,2,Prebiotic building blocks,597,OPTASPLRGRRNAP-UHFFFAOYSA-N,,C1=C(NC(=O)N=C1)N,Nc1ccnc(=O)[nH]1,C4H5N3O,111.104,-0.6478999999999999,71.77,2.0,3.0,0.0,1.0,1.0,0.0,8.0,4.0,0.0,29.270100000000003,0.0,8.0,4.0,3.0,1.0,0.0,0.0,-0.4713171205299909,-0.7096734511720522,1.7889529743870596,7,1,0.14709007934522147
PUBCHEM_6022,adenosine diphosphate,4,RNA/ribonucleotide systems,6022,XTWYTFMLZFPYCI-KQYNXXCUSA-N,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,C10H15N5O10P2,427.2030000000001,-1.7460000000000004,232.59999999999997,6.0,11.0,6.0,3.0,2.0,1.0,27.0,17.0,0.5,84.5654,0.0,27.0,10.0,5.0,10.0,2.0,0.0,8.37300493072753,-0.06612374447736576,0.7555861672045513,28,19,2.7640378125923388e-05
PUBCHEM_6029,uridine,2,Prebiotic building blocks,6029,DRTQHJPVMGBUCF-XVFCMESISA-N,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H12N2O6,244.203,-2.8518999999999983,124.78000000000002,4.0,6.0,2.0,2.0,1.0,1.0,17.0,8.0,0.5555555555555556,54.332100000000025,0.0,17.0,9.0,2.0,6.0,0.0,0.0,3.223273660053742,-0.24397299433260625,0.3651975495412772,28,22,0.008971570314363254
PUBCHEM_6030,uridine monophosphate,3,Pre-nucleic/functional systems,6030,DJJCXFVJDGTHFX-XVFCMESISA-N,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H13N2O9P,324.182,-2.734899999999999,171.31,5.0,7.0,4.0,2.0,1.0,1.0,21.0,12.0,0.5555555555555556,65.24240000000003,0.0,21.0,9.0,2.0,9.0,1.0,0.0,5.05836345722254,-0.2591814985274789,-0.4519160060174453,28,26,3.600590913810071e-05
PUBCHEM_6031,uridine diphosphate,4,RNA/ribonucleotide systems,6031,XCCTYIAWTASOJW-XVFCMESISA-N,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H14N2O12P2,404.16100000000006,-2.6178999999999997,217.83999999999997,6.0,9.0,6.0,2.0,1.0,1.0,25.0,16.0,0.5555555555555556,76.1527,0.0,25.0,9.0,2.0,12.0,2.0,0.0,6.985796171626605,-0.3060217261008834,-1.2767768045880556,28,19,3.600590913810071e-05
PUBCHEM_6057,tyrosine,2,Prebiotic building blocks,6057,OUYCCCASQSFEME-QMMMGPOBSA-N,,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,N[C@@H](Cc1ccc(O)cc1)C(=O)O,C9H11NO3,181.19099999999997,0.3465999999999994,83.55,3.0,3.0,3.0,1.0,1.0,0.0,13.0,4.0,0.2222222222222222,47.42200000000001,0.0,13.0,9.0,1.0,3.0,0.0,0.0,0.7480596327242939,0.8653400643333103,0.8056790443092724,24,7,0.004074840409662964
PUBCHEM_6058,cysteamine,3,Pre-nucleic/functional systems,6058,UFULAYFCSOUIOV-UHFFFAOYSA-N,,C(CS)N,NCCS,C2H7NS,77.152,-0.12509999999999988,26.02,2.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,22.9074,0.0,4.0,2.0,1.0,0.0,0.0,1.0,-2.2997553603270187,0.5294382989234969,-0.11444900753676716,8,3,0.000366896871748246
PUBCHEM_6083,adenosine monophosphate,3,Pre-nucleic/functional systems,6083,UDMBCSSLTHHNCD-KQYNXXCUSA-N,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,C10H14N5O7P,347.22400000000005,-1.863,186.07,5.0,9.0,4.0,3.0,2.0,1.0,23.0,13.0,0.5,73.65509999999999,0.0,23.0,10.0,5.0,7.0,1.0,0.0,6.44557221632347,-0.01928351690396149,1.5804469657751614,28,26,2.7640378125923388e-05
PUBCHEM_60961,adenosine,2,Prebiotic building blocks,60961,OIRDTQYFTABQOQ-KQYNXXCUSA-N,,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H13N5O4,267.245,-1.979999999999999,139.54000000000002,4.0,8.0,2.0,3.0,2.0,1.0,19.0,9.0,0.5,62.74480000000002,0.0,19.0,10.0,5.0,4.0,0.0,0.0,4.610482419154669,-0.00407501270908842,2.3975605213338826,28,23,0.0005020168115816406
PUBCHEM_6106,leucine,2,Prebiotic building blocks,6106,ROHFNLRQFUQHCH-YFKPBYRVSA-N,,CC(C)C[C@@H](C(=O)O)N,CC(C)C[C@H](N)C(=O)O,C6H13NO2,131.17499999999995,0.44439999999999996,63.31999999999999,2.0,2.0,3.0,0.0,0.0,0.0,9.0,3.0,0.8333333333333334,35.06619999999998,0.0,9.0,6.0,1.0,2.0,0.0,0.0,-0.892456046790676,1.2911896104059588,-0.6577705164041323,48,24,0.005529874509020866
PUBCHEM_612,lactic acid,1,Simple organic chemistry,612,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,,CC(C(=O)O)O,CC(O)C(=O)O,C3H6O3,90.07799999999999,-0.5482,57.53,2.0,2.0,1.0,0.0,0.0,0.0,6.0,3.0,0.6666666666666666,19.3166,0.0,6.0,3.0,0.0,3.0,0.0,0.0,-1.7088545206622399,0.05604626905339381,-0.8100188218953863,48,28,0.010279041346575198
PUBCHEM_6131,cytidine monophosphate,4,RNA/ribonucleotide systems,6131,IERHLVCPSMICTF-XVFCMESISA-N,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,C9H14N3O8P,323.198,-2.446,177.35999999999999,5.0,8.0,4.0,2.0,1.0,1.0,21.0,12.0,0.5555555555555556,66.82910000000001,0.0,21.0,9.0,3.0,8.0,1.0,0.0,5.228277713958965,-0.18227097896010946,-0.1036136279354077,29,20,4.264064063051721e-05
PUBCHEM_6132,cytidine diphosphate,4,RNA/ribonucleotide systems,6132,ZWIADYZPOWUWEW-XVFCMESISA-N,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,C9H15N3O11P2,403.177,-2.3289999999999997,223.88999999999996,6.0,10.0,6.0,2.0,1.0,1.0,25.0,16.0,0.5555555555555556,77.7394,0.0,25.0,9.0,3.0,11.0,2.0,0.0,7.155710428363033,-0.22911120653351352,-0.9284744265060177,28,19,2.7640378125923388e-05
PUBCHEM_6133,uridine triphosphate,4,RNA/ribonucleotide systems,6133,PGAVKCOVUIYSFO-XVFCMESISA-N,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C9H15N2O15P3,484.1400000000001,-2.5009,264.36999999999995,7.0,11.0,8.0,2.0,1.0,1.0,29.0,20.0,0.5555555555555556,87.06300000000002,0.0,29.0,9.0,2.0,15.0,3.0,0.0,8.913228886030671,-0.3528619536742874,-2.1016376031586654,28,19,3.600590913810071e-05
PUBCHEM_6137,methionine,2,Prebiotic building blocks,6137,FFEARJCKVFRZRR-BYPYZUCNSA-N,,CSCC[C@@H](C(=O)O)N,CSCC[C@H](N)C(=O)O,C5H11NO2S,149.215,0.15140000000000003,63.31999999999999,2.0,3.0,4.0,0.0,0.0,0.0,9.0,4.0,0.8,38.61019999999999,0.0,9.0,5.0,1.0,2.0,0.0,1.0,-0.8120142112323796,1.0272455446069664,-0.40463493908966,32,15,0.0013588521491644555
PUBCHEM_6140,phenylalanine,2,Prebiotic building blocks,6140,COLNVLDHVKWLRT-QMMMGPOBSA-N,,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,N[C@@H](Cc1ccccc1)C(=O)O,C9H11NO2,165.19199999999998,0.641,63.31999999999999,2.0,2.0,3.0,1.0,1.0,0.0,12.0,3.0,0.2222222222222222,45.75720000000001,0.0,12.0,9.0,1.0,2.0,0.0,0.0,0.18912665231741957,1.0424188229817024,0.9812691066703224,29,11,0.14679196966457866
PUBCHEM_6175,cytidine,2,Prebiotic building blocks,6175,UHDGCWIWMRVCDJ-XVFCMESISA-N,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,C9H13N3O5,243.21900000000002,-2.562999999999999,130.83,4.0,7.0,2.0,2.0,1.0,1.0,17.0,8.0,0.5555555555555556,55.918800000000026,0.0,17.0,9.0,3.0,5.0,0.0,0.0,3.393187916790168,-0.16706247476523664,0.7134999276233146,28,23,0.0005020168115816406
PUBCHEM_6176,cytidine triphosphate,4,RNA/ribonucleotide systems,6176,PCDQPRRSZKQHHS-XVFCMESISA-N,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,C9H16N3O14P3,483.15600000000006,-2.212,270.41999999999996,7.0,12.0,8.0,2.0,1.0,1.0,29.0,20.0,0.5555555555555556,88.64970000000002,0.0,29.0,9.0,3.0,14.0,3.0,0.0,9.083143142767097,-0.27595143410691764,-1.753335225076628,28,19,2.7640378125923388e-05
PUBCHEM_6262,ornithine,2,Prebiotic building blocks,6262,AHLPHDHHMVZTML-BYPYZUCNSA-N,,C(C[C@@H](C(=O)O)N)CN,NCCC[C@H](N)C(=O)O,C5H12N2O2,132.16299999999998,-0.8627999999999987,89.33999999999999,3.0,3.0,4.0,0.0,0.0,0.0,9.0,4.0,0.8,33.89959999999999,0.0,9.0,5.0,2.0,2.0,0.0,0.0,-0.3554927438635616,0.8878177880998754,-0.627865393475463,45,21,0.011666336733694847
PUBCHEM_6274,histidine,2,Prebiotic building blocks,6274,HNDVDQJCIGZPNO-YFKPBYRVSA-N,,C1=C(NC=N1)C[C@@H](C(=O)O)N,N[C@@H](Cc1cnc[nH]1)C(=O)O,C6H9N3O2,155.15699999999998,-0.6358999999999995,92.0,3.0,3.0,3.0,1.0,1.0,0.0,11.0,5.0,0.3333333333333333,37.902899999999995,0.0,11.0,6.0,3.0,2.0,0.0,0.0,0.5831806176888502,0.3352664277648606,1.1499921131229511,18,0,0.0060996434254302935
PUBCHEM_6287,valine,2,Prebiotic building blocks,6287,KZSNJWFQEVHDMF-BYPYZUCNSA-N,,CC(C)[C@@H](C(=O)O)N,CC(C)[C@H](N)C(=O)O,C5H11NO2,117.148,0.05430000000000007,63.31999999999999,2.0,2.0,2.0,0.0,0.0,0.0,8.0,3.0,0.8,30.44919999999999,0.0,8.0,5.0,1.0,2.0,0.0,0.0,-1.1483669963478993,0.8616630172756617,-0.5973980317258898,41,24,0.005805189667146479
PUBCHEM_6288,threonine,2,Prebiotic building blocks,6288,AYFVYJQAPQTCCC-GBXIJSLDSA-N,,C[C@H]([C@@H](C(=O)O)N)O,C[C@@H](O)[C@H](N)C(=O)O,C4H9NO3,119.11999999999999,-1.2208999999999997,83.55,3.0,3.0,2.0,0.0,0.0,0.0,8.0,4.0,0.75,27.291999999999994,0.0,8.0,4.0,1.0,3.0,0.0,0.0,-0.7656475766682226,0.25200263397639705,-0.8132178669554634,34,17,0.002303658565782101
PUBCHEM_6305,tryptophan,2,Prebiotic building blocks,6305,QIVBCDIJIAJPQS-VIFPVBQESA-N,,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,C11H12N2O2,204.22899999999996,1.1222999999999996,79.11,3.0,2.0,3.0,2.0,2.0,0.0,15.0,4.0,0.18181818181818182,57.613900000000015,0.0,15.0,11.0,2.0,2.0,0.0,0.0,1.6403263881971817,1.3573636082530578,2.316379520105354,19,2,0.001963342324880979
PUBCHEM_6306,isoleucine,2,Prebiotic building blocks,6306,AGPKZVBTJJNPAG-WHFBIAKZSA-N,,CC[C@H](C)[C@@H](C(=O)O)N,CC[C@H](C)[C@H](N)C(=O)O,C6H13NO2,131.17499999999995,0.44439999999999996,63.31999999999999,2.0,2.0,3.0,0.0,0.0,0.0,9.0,3.0,0.8333333333333334,35.06619999999998,0.0,9.0,6.0,1.0,2.0,0.0,0.0,-0.892456046790676,1.2911896104059588,-0.6577705164041323,46,20,0.006135730331985681
PUBCHEM_6322,arginine,2,Prebiotic building blocks,6322,ODKSFYDXXFIFQN-BYPYZUCNSA-N,,C(C[C@@H](C(=O)O)N)CN=C(N)N,NC(N)=NCCC[C@H](N)C(=O)O,C6H14N4O2,174.20399999999998,-1.548099999999999,127.71999999999998,4.0,3.0,5.0,0.0,0.0,0.0,12.0,6.0,0.6666666666666666,45.522,0.0,12.0,6.0,4.0,2.0,0.0,0.0,0.8421034569392032,0.8425121187122493,-0.22142946385425777,27,10,0.0005401658264819336
PUBCHEM_6324,ethane,1,Simple organic chemistry,6324,OTMSDBZUPAUEDD-UHFFFAOYSA-N,,CC,CC,C2H6,30.07,1.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.348000000000003,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-3.400395552061131,0.8082266725385955,-0.4797259464924501,8,2,0.027926003545892697
PUBCHEM_6325,ethylene,1,Simple organic chemistry,6325,VGGSQFUCUMXWEO-UHFFFAOYSA-N,,C=C,C=C,C2H4,28.053999999999995,0.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.254000000000001,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-3.4827519276043364,-0.38824941708989136,0.4151969809466996,1,1,0.0
PUBCHEM_6326,acetylene,1,Simple organic chemistry,6326,HSFWRNGVRCDJHI-UHFFFAOYSA-N,,C#C,C#C,C2H2,26.037999999999997,0.24939999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.89,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-3.4785619536726657,-0.5159591426521446,0.3750140573966431,1,1,0.0
PUBCHEM_6329,methylamine,1,Simple organic chemistry,6329,BAVYZALUXZFZLV-UHFFFAOYSA-N,,CN,CN,CH5N,31.058,-0.4251,26.02,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.111400000000001,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-2.9126569484285487,0.26928250964676925,-0.41886940659811356,8,2,0.014812391039972452
PUBCHEM_6334,propane,1,Simple organic chemistry,6334,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,,CCC,CCC,C3H8,44.096999999999994,1.4163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,15.965000000000003,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-3.2049796809744295,1.0567029003157973,-0.43776198393028815,11,0,0.010800509765173771
PUBCHEM_6341,ethylamine,1,Simple organic chemistry,6341,QUSNBJAOOMFDIB-UHFFFAOYSA-N,,CCN,CCN,C2H7N,45.084999999999994,-0.03499999999999981,26.02,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,14.728400000000002,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-2.717241077341845,0.5177587374239718,-0.3769054440359521,13,3,0.0063689834247635
PUBCHEM_6342,acetonitrile,1,Simple organic chemistry,6342,WEVYAHXRMPXWCK-UHFFFAOYSA-N,,CC#N,CC#N,C2H3N,41.053,0.52988,23.79,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,11.287,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-2.971061782552403,0.014767934429156037,0.11432917055238884,3,1,0.0
PUBCHEM_64968,thymidine triphosphate,5,DNA/deoxyribonucleotide systems,64968,NHVNXKFIZYSCEB-XLPZGREQSA-N,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,C10H17N2O14P3,482.16800000000006,-1.1632800000000003,244.13999999999996,6.0,10.0,8.0,2.0,1.0,1.0,29.0,19.0,0.6,90.41020000000002,0.0,29.0,10.0,2.0,14.0,3.0,0.0,8.52942040789531,0.26508847966641413,-1.876094698972064,27,16,3.379433197396188e-05
PUBCHEM_65091,deoxycytidine triphosphate,5,DNA/deoxyribonucleotide systems,65091,RGWHQCVHVJXOKC-SHYZEUOFSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,C9H16N3O13P3,467.15700000000004,-1.1828000000000003,250.18999999999994,6.0,11.0,8.0,2.0,1.0,1.0,28.0,19.0,0.5555555555555556,87.25990000000002,0.0,28.0,9.0,3.0,13.0,3.0,0.0,8.495176401188983,0.05888933049979161,-1.5232688764677094,29,18,4.264064063051721e-05
PUBCHEM_6561,isobutyraldehyde,1,Simple organic chemistry,6561,AMIMRNSIRUDHCM-UHFFFAOYSA-N,,CC(C)C=O,CC(C)C=O,C4H8O,72.107,0.8412999999999999,17.07,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.75,20.901999999999994,0.0,5.0,4.0,0.0,1.0,0.0,0.0,-2.546382495869394,0.8119746206974284,-0.4700216280792763,18,5,0.007820230712968425
PUBCHEM_6590,isobutyric acid,1,Simple organic chemistry,6590,KQNPFQTWMSNSAP-UHFFFAOYSA-N,,CC(C)C(=O)O,CC(C)C(=O)O,C4H8O2,88.10599999999998,0.727,37.3,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.75,22.473799999999994,0.0,6.0,4.0,0.0,2.0,0.0,0.0,-2.0886960836134016,0.7039759200566582,-0.624548095332274,49,28,0.010755440247906638
PUBCHEM_6613,pantothenic acid,2,Prebiotic building blocks,6613,GHOKWGTUZJEAQD-ZETCQYMHSA-N,,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,C9H17NO5,219.23699999999997,-1.0432999999999986,106.86000000000001,4.0,4.0,6.0,0.0,0.0,0.0,15.0,6.0,0.7777777777777778,52.13610000000003,0.0,15.0,9.0,1.0,5.0,0.0,0.0,1.3093954516413868,1.5325920547366607,-1.324912582155186,23,12,0.0008024564184759894
PUBCHEM_670,dihydroxyacetone,2,Prebiotic building blocks,670,RXKJFZQQPQGTFL-UHFFFAOYSA-N,,C(C(=O)CO)O,O=C(CO)CO,C3H6O3,90.07799999999999,-1.4599000000000002,57.53,2.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,0.6666666666666666,19.1786,0.0,6.0,3.0,0.0,3.0,0.0,0.0,-1.5206064388475848,-0.027002307966109515,-0.9572992421479697,29,25,0.0055534106767319725
PUBCHEM_674,dimethylamine,1,Simple organic chemistry,674,ROSDSFDQCJNGOL-UHFFFAOYSA-N,,CNC,CNC,C2H7N,45.085,-0.1644000000000001,12.03,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,14.983700000000002,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-2.757296794423688,0.53237350962148,-0.3589381350807786,1,0,0.0
PUBCHEM_69430,acetyl cyanide,1,Simple organic chemistry,69430,QLDHWVVRQCGZLE-UHFFFAOYSA-N,,CC(=O)C#N,CC(=O)C#N,C3H3NO,69.063,0.09897999999999996,40.86,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.3333333333333333,16.294,0.0,5.0,3.0,1.0,1.0,0.0,0.0,-2.3684018430870477,-0.24600776293766216,0.08887090625300777,20,4,0.027530391683155686
PUBCHEM_702,ethanol,1,Simple organic chemistry,702,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,CCO,CCO,C2H6O,46.069,-0.0014000000000000123,20.23,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,12.759800000000002,0.0,3.0,2.0,0.0,1.0,0.0,0.0,-2.812253545107754,0.473892102580556,-0.7096688952627278,23,8,0.004247778599969115
