record_id,source_name,layer,layer_name,pubchem_cid,inchikey,existing_formula,canonical_smiles,Canonical_RDKit_SMILES,RDKit_MolecularFormula,RDKit_MolecularWeight,RDKit_LogP,RDKit_TPSA,RDKit_HBondDonors,RDKit_HBondAcceptors,RDKit_RotatableBonds,RDKit_RingCount,RDKit_AromaticRings,RDKit_AliphaticRings,RDKit_HeavyAtomCount,RDKit_HeteroAtoms,RDKit_FractionCSP3,RDKit_MolMR,RDKit_FormalCharge,RDKit_AtomCount,RDKit_CarbonCount,RDKit_NitrogenCount,RDKit_OxygenCount,RDKit_PhosphorusCount,RDKit_SulfurCount,PCA_PC1,PCA_PC2,PCA_PC3,network_degree,cross_layer_degree,betweenness_centrality
PUBCHEM_119,aminobutyric acid,3,Pre-nucleic/functional systems,119,BTCSSZJGUNDROE-UHFFFAOYSA-N,,C(CC(=O)O)CN,NCCCC(=O)O,C4H9NO2,103.12100000000001,-0.19009999999999982,63.31999999999999,2.0,2.0,3.0,0.0,0.0,0.0,7.0,3.0,0.75,25.924199999999995,0.0,7.0,4.0,1.0,2.0,0.0,0.0,-1.2958218311290641,0.7301306908808722,-0.6550154570818474,51,39,0.011960647746388714
PUBCHEM_12599,deoxyadenosine monophosphate,5,DNA/deoxyribonucleotide systems,12599,KHWCHTKSEGGWEX-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,C10H14N5O6P,331.225,-0.8338000000000001,165.84,4.0,8.0,4.0,3.0,2.0,1.0,22.0,12.0,0.5,72.2653,0.0,22.0,10.0,5.0,6.0,1.0,0.0,5.857605474745355,0.3155572477027478,1.8105133143840797,28,17,3.0481302653565663e-05
PUBCHEM_135398592,deoxyguanosine,5,DNA/deoxyribonucleotide systems,135398592,YKBGVTZYEHREMT-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,C10H13N5O4,267.245,-1.6574999999999993,139.28,4.0,7.0,2.0,3.0,2.0,1.0,19.0,9.0,0.5,64.1807,0.0,19.0,10.0,5.0,4.0,0.0,0.0,4.51915042437353,0.10753974633501831,2.430021814162474,30,19,0.0046434550801542455
PUBCHEM_135398597,deoxyguanosine monophosphate,5,DNA/deoxyribonucleotide systems,135398597,LTFMZDNNPPEQNG-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,C10H14N5O7P,347.22400000000005,-1.5404999999999998,185.80999999999997,5.0,8.0,4.0,3.0,2.0,1.0,23.0,13.0,0.5,75.091,0.0,23.0,10.0,5.0,7.0,1.0,0.0,6.3542402215423275,0.09233124214014547,1.6129082586037522,30,19,0.0046434550801542455
PUBCHEM_135398599,deoxyguanosine triphosphate,5,DNA/deoxyribonucleotide systems,135398599,HAAZLUGHYHWQIW-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,C10H16N5O13P3,507.18200000000013,-1.3065,278.86999999999995,7.0,12.0,8.0,3.0,2.0,1.0,31.0,21.0,0.5,96.91159999999999,0.0,31.0,10.0,5.0,13.0,3.0,0.0,10.209105650350459,-0.0013492130066631845,-0.036813338537468536,29,18,0.004618289562188192
PUBCHEM_135398619,guanosine diphosphate,4,RNA/ribonucleotide systems,135398619,QGWNDRXFNXRZMB-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H15N5O11P2,443.20200000000006,-2.452699999999999,252.57,7.0,11.0,6.0,3.0,2.0,1.0,28.0,18.0,0.5,87.3911,0.0,28.0,10.0,5.0,11.0,2.0,0.0,8.869639677524505,-0.28934975003996816,0.5579811114242228,30,21,0.0046434550801542455
PUBCHEM_135398631,guanosine monophosphate,4,RNA/ribonucleotide systems,135398631,RQFCJASXJCIDSX-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H14N5O8P,363.223,-2.569699999999999,206.04000000000002,6.0,9.0,4.0,3.0,2.0,1.0,24.0,14.0,0.5,76.48079999999999,0.0,24.0,10.0,5.0,8.0,1.0,0.0,6.942206963120439,-0.24250952246656388,1.3828419099948326,30,21,0.0046434550801542455
PUBCHEM_135398633,guanosine triphosphate,4,RNA/ribonucleotide systems,135398633,XKMLYUALXHKNFT-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H16N5O14P3,523.181,-2.3357000000000006,299.09999999999997,8.0,13.0,8.0,3.0,2.0,1.0,32.0,22.0,0.5,98.3014,0.0,32.0,10.0,5.0,14.0,3.0,0.0,10.79707239192857,-0.3361899776133723,-0.2668796871463876,30,21,0.0046434550801542455
PUBCHEM_135398634,guanine,2,Prebiotic building blocks,135398634,UYTPUPDQBNUYGX-UHFFFAOYSA-N,,C1=NC2=C(N1)C(=O)NC(=N2)N,Nc1nc2nc[nH]c2c(=O)[nH]1,C5H5N5O,151.12899999999996,-0.7716000000000003,100.45,3.0,4.0,0.0,2.0,2.0,0.0,11.0,6.0,0.0,38.92179999999998,0.0,11.0,5.0,5.0,1.0,0.0,0.0,1.2474085565123403,-0.7061298818385073,3.224826664539865,13,6,0.08150383928223792
PUBCHEM_135398635,guanosine,2,Prebiotic building blocks,135398635,NYHBQMYGNKIUIF-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H13N5O5,283.244,-2.6866999999999988,159.51000000000002,5.0,8.0,2.0,3.0,2.0,1.0,20.0,10.0,0.5,65.57050000000001,0.0,20.0,10.0,5.0,5.0,0.0,0.0,5.1071171659516414,-0.22730101827169097,2.199955465553556,31,25,0.006629620457774156
PUBCHEM_135398638,hypoxanthine,2,Prebiotic building blocks,135398638,FDGQSTZJBFJUBT-UHFFFAOYSA-N,,C1=NC2=C(N1)C(=O)NC=N2,O=c1[nH]cnc2nc[nH]c12,C5H4N4O,136.11399999999998,-0.35380000000000006,74.43,2.0,3.0,0.0,2.0,2.0,0.0,10.0,5.0,0.0,34.50939999999999,0.0,10.0,5.0,4.0,1.0,0.0,0.0,0.5808595529789417,-0.5598143958432745,3.0741293422381557,7,0,0.008121208459915557
PUBCHEM_135398641,inosine,2,Prebiotic building blocks,135398641,UGQMRVRMYYASKQ-KQYNXXCUSA-N,,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H12N4O5,268.229,-2.2689,133.49,4.0,7.0,2.0,3.0,2.0,1.0,19.0,9.0,0.5,61.15810000000002,0.0,19.0,10.0,4.0,5.0,0.0,0.0,4.440568162418244,-0.08098553227645833,2.0492581432518464,33,25,0.02314042361754209
PUBCHEM_137,aminolevulinic acid,3,Pre-nucleic/functional systems,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,,C(CC(=O)O)C(=O)CN,NCC(=O)CCC(=O)O,C5H9NO3,131.13099999999997,-0.621,80.39,2.0,3.0,4.0,0.0,0.0,0.0,9.0,4.0,0.6,30.931199999999997,0.0,9.0,5.0,1.0,3.0,0.0,0.0,-0.634105741557445,0.631270725015149,-0.7676356142884027,39,32,0.0011574761508703997
PUBCHEM_13711,deoxycytidine,5,DNA/deoxyribonucleotide systems,13711,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,C9H13N3O4,227.21999999999997,-1.5337999999999996,110.60000000000001,3.0,6.0,2.0,2.0,1.0,1.0,16.0,7.0,0.5555555555555556,54.52900000000002,0.0,16.0,9.0,3.0,4.0,0.0,0.0,2.8052211752120564,0.1677782898414727,0.943566276232233,30,19,0.0005683641265058056
PUBCHEM_13730,deoxyadenosine,5,DNA/deoxyribonucleotide systems,13730,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C10H13N5O3,251.246,-0.9508000000000003,119.31,3.0,7.0,2.0,3.0,2.0,1.0,18.0,8.0,0.5,61.35500000000002,0.0,18.0,10.0,5.0,3.0,0.0,0.0,4.022515677576558,0.3307657518976207,2.627626869942802,27,16,0.00048779952981217663
PUBCHEM_13945,deoxycytidine monophosphate,5,DNA/deoxyribonucleotide systems,13945,NCMVOABPESMRCP-SHYZEUOFSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,C9H14N3O7P,307.19899999999996,-1.4167999999999998,157.13,4.0,7.0,4.0,2.0,1.0,1.0,20.0,11.0,0.5555555555555556,65.43930000000002,0.0,20.0,9.0,3.0,7.0,1.0,0.0,4.640310972380854,0.1525697856466,0.12645272067351102,29,18,4.264064063051721e-05
PUBCHEM_14013,ammonium bicarbonate,1,Simple organic chemistry,14013,ATRRKUHOCOJYRX-UHFFFAOYSA-N,,C(=O)(O)[O-].[NH4+],O=C([O-])O.[NH4+],CH5NO3,79.055,-0.7361000000000004,96.86,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,14.009599999999999,0.0,5.0,1.0,1.0,3.0,0.0,0.0,-1.7696084712035454,-1.3197630887335199,-0.020619347031553496,31,12,0.005498134264320942
PUBCHEM_145742,proline,2,Prebiotic building blocks,145742,ONIBWKKTOPOVIA-BYPYZUCNSA-N,,C1C[C@H](NC1)C(=O)O,O=C(O)[C@@H]1CCCN1,C5H9NO2,115.13199999999999,-0.17700000000000032,49.33,2.0,2.0,1.0,1.0,0.0,1.0,8.0,3.0,0.8,28.660499999999992,0.0,8.0,5.0,1.0,2.0,0.0,0.0,-0.5221851046194048,0.3686929258378262,-0.26864605322285007,1,1,0.0
PUBCHEM_15993,deoxyadenosine triphosphate,5,DNA/deoxyribonucleotide systems,15993,SUYVUBYJARFZHO-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,C10H16N5O12P3,491.1830000000001,-0.5998000000000001,258.9,6.0,12.0,8.0,3.0,2.0,1.0,30.0,20.0,0.5,94.08590000000001,0.0,30.0,10.0,5.0,12.0,3.0,0.0,9.712470903553486,0.2218767925559401,0.1607917172428595,28,17,3.0481302653565663e-05
PUBCHEM_161500,aminoimidazole ribonucleotide,3,Pre-nucleic/functional systems,161500,PDACUKOKVHBVHJ-XVFCMESISA-N,,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,C8H14N3O7P,295.188,-1.8062,160.29000000000002,5.0,7.0,4.0,2.0,1.0,1.0,19.0,11.0,0.625,60.55910000000003,0.0,19.0,8.0,3.0,7.0,1.0,0.0,4.594024351669801,0.0015424609439988505,0.025550669927901573,28,26,2.7640378125923388e-05
PUBCHEM_171548,biotin,2,Prebiotic building blocks,171548,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,C10H16N2O3S,244.316,0.7968,78.43,3.0,3.0,5.0,2.0,0.0,2.0,16.0,6.0,0.8,61.593200000000024,0.0,16.0,10.0,2.0,3.0,0.0,1.0,2.4616780663876625,1.3849439234606893,0.22280207611268757,11,3,0.0
PUBCHEM_174,ethylene glycol,1,Simple organic chemistry,174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,,C(CO)O,OCCO,C2H6O2,62.068000000000005,-1.029,40.46,2.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,14.171600000000002,0.0,4.0,2.0,0.0,2.0,0.0,0.0,-2.166494316412373,0.2823386302716122,-1.0115991826069495,5,1,0.0
PUBCHEM_176,acetic acid,1,Simple organic chemistry,176,QTBSBXVTEAMEQO-UHFFFAOYSA-N,,CC(=O)O,CC(=O)O,C2H4O2,60.05200000000001,0.09089999999999993,37.3,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,13.309800000000001,0.0,4.0,2.0,0.0,2.0,0.0,0.0,-2.564243638711634,-0.19171663028619304,-0.39818355394238186,48,25,0.015660421680130637
PUBCHEM_177,acetaldehyde,1,Simple organic chemistry,177,IKHGUXGNUITLKF-UHFFFAOYSA-N,,CC=O,CC=O,C2H4O,44.053,0.2052,17.07,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,11.738000000000001,0.0,3.0,2.0,0.0,1.0,0.0,0.0,-3.0219300509676246,-0.08371792964542324,-0.24365708668938413,10,0,0.0001628049027228065
PUBCHEM_178,acetamide,1,Simple organic chemistry,178,DLFVBJFMPXGRIB-UHFFFAOYSA-N,,CC(=O)N,CC(N)=O,C2H5NO,59.068,-0.5084,43.09,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,14.868400000000001,0.0,4.0,2.0,1.0,1.0,0.0,0.0,-2.449088577267682,-0.27081332952564796,-0.10740401094679908,47,23,0.09981772784561085
PUBCHEM_179,acetoin,1,Simple organic chemistry,179,ROWKJAVDOGWPAT-UHFFFAOYSA-N,,CC(C(=O)C)O,CC(=O)C(C)O,C4H8O2,88.106,-0.043800000000000006,37.3,1.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,0.75,22.361799999999995,0.0,6.0,4.0,0.0,2.0,0.0,0.0,-1.96393042001024,0.5081943667313655,-0.6894011637463794,23,8,0.0007033014221205801
PUBCHEM_180,acetone,1,Simple organic chemistry,180,CSCPPACGZOOCGX-UHFFFAOYSA-N,,CC(=O)C,CC(C)=O,C3H6O,58.08,0.5952999999999999,17.07,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.6666666666666666,16.355,0.0,4.0,3.0,0.0,1.0,0.0,0.0,-2.8121248962383487,0.35610463665177783,-0.35343866745952673,40,15,0.010671619736638988
PUBCHEM_190,adenine,2,Prebiotic building blocks,190,GFFGJBXGBJISGV-UHFFFAOYSA-N,,C1=NC2=NC=NC(=C2N1)N,Nc1ncnc2nc[nH]c12,C5H5N5,135.12999999999997,-0.06490000000000001,80.48,2.0,4.0,0.0,2.0,2.0,0.0,10.0,5.0,0.0,36.0961,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.7507738097153686,-0.482903876275905,3.4224317203201933,4,0,0.0
PUBCHEM_241,benzene,1,Simple organic chemistry,241,UHOVQNZJYSORNB-UHFFFAOYSA-N,,C1=CC=CC=C1,c1ccccc1,C6H6,78.11399999999999,1.6866,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,26.441999999999993,0.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.162576130813343,0.37544445457413017,1.5607605576629544,2,0,0.0
PUBCHEM_261,butyraldehyde,1,Simple organic chemistry,261,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,,CCCC=O,CCCC=O,C4H8O,72.107,0.9854,17.07,0.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.75,20.971999999999994,0.0,5.0,4.0,0.0,1.0,0.0,0.0,-2.4942799398463475,0.98581622898717,-0.531322153711404,22,9,0.0064474289711482224
PUBCHEM_264,butyric acid,1,Simple organic chemistry,264,FERIUCNNQQJTOY-UHFFFAOYSA-N,,CCCC(=O)O,CCCC(=O)O,C4H8O2,88.10599999999998,0.8711,37.3,1.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,0.75,22.543799999999994,0.0,6.0,4.0,0.0,2.0,0.0,0.0,-2.0365935275903553,0.8778175283464004,-0.6858486209644019,54,29,0.012898575433732634
PUBCHEM_2723790,thiourea,2,Prebiotic building blocks,2723790,UMGDCJDMYOKAJW-UHFFFAOYSA-N,,C(=S)(N)N,NC(N)=S,CH4N2S,76.12400000000001,-0.8113000000000001,52.04,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,20.972800000000007,0.0,4.0,1.0,2.0,0.0,0.0,1.0,-2.3169858266071843,-1.1089447904742362,0.9903592926475043,7,7,2.3037790987459247e-05
PUBCHEM_2723872,fructose,2,Prebiotic building blocks,2723872,LKDRXBCSQODPBY-VRPWFDPXSA-N,,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,C6H12O6,180.156,-3.219799999999999,110.38000000000001,5.0,6.0,1.0,1.0,0.0,1.0,12.0,6.0,1.0,36.00799999999999,0.0,12.0,6.0,0.0,6.0,0.0,0.0,1.500284945520861,-0.32687674117801235,-1.4805718491027067,2,0,0.0
PUBCHEM_2723923,ammonium formate,1,Simple organic chemistry,2723923,VZTDIZULWFCMLS-UHFFFAOYSA-N,,C(=O)[O-].[NH4+],O=C[O-].[NH4+],CH5NO2,63.056,-1.2577000000000007,76.63,1.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,12.0488,0.0,4.0,1.0,1.0,2.0,0.0,0.0,-2.203851731573836,-1.349440379837327,0.086729312388068,11,1,0.0009288446859580378
PUBCHEM_2723949,thioacetamide,3,Pre-nucleic/functional systems,2723949,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,,CC(=S)N,CC(N)=S,C2H5NS,75.13600000000001,0.2924000000000001,26.02,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,22.4594,0.0,4.0,2.0,1.0,0.0,0.0,1.0,-2.6512435782927053,-0.09933414725681275,0.44083354947016823,13,11,0.0015099695184062562
PUBCHEM_273,cadaverine,3,Pre-nucleic/functional systems,273,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,,C(CCN)CCN,NCCCCCN,C5H14N2,102.18100000000001,0.07410000000000017,52.04,2.0,2.0,4.0,0.0,0.0,0.0,7.0,2.0,1.0,31.959799999999994,0.0,7.0,5.0,2.0,0.0,0.0,0.0,-1.2173701023944263,1.543843876237336,-0.436142408188743,10,4,0.0003896798451491542
PUBCHEM_279,ureidosuccinic acid,3,Pre-nucleic/functional systems,279,HLKXYZVTANABHZ-UHFFFAOYSA-N,,C(C(C(=O)O)NC(=O)N)C(=O)O,NC(=O)NC(CC(=O)O)C(=O)O,C5H8N2O5,176.12799999999996,-1.4173999999999998,129.72,4.0,3.0,4.0,0.0,0.0,0.0,12.0,7.0,0.4,36.39569999999999,0.0,12.0,5.0,2.0,5.0,0.0,0.0,0.626801220686479,0.04381253617394859,-0.7245278337579011,34,27,0.001725884965989543
PUBCHEM_284,formic acid,1,Simple organic chemistry,284,BDAGIHXWWSANSR-UHFFFAOYSA-N,,C(=O)O,O=CO,CH2O2,46.025000000000006,-0.29919999999999997,37.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,8.6928,0.0,3.0,1.0,0.0,2.0,0.0,0.0,-2.8028273607260563,-1.014231873623392,0.015089113492368968,18,4,0.007091586661639461
PUBCHEM_289,catechol,1,Simple organic chemistry,289,YCIMNLLNPGFGHC-UHFFFAOYSA-N,,C1=CC=C(C(=C1)O)O,Oc1ccccc1O,C6H6O2,110.11199999999997,1.0977999999999994,40.46,2.0,2.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,29.771599999999992,0.0,8.0,6.0,0.0,2.0,0.0,0.0,-1.0447101699995933,0.021286937277346773,1.2095804329408528,4,2,0.001109529833438752
PUBCHEM_2969,capric acid,2,Prebiotic building blocks,2969,GHVNFZFCNZKVNT-UHFFFAOYSA-N,,CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,C10H20O2,172.268,3.2117000000000013,37.3,1.0,1.0,8.0,0.0,0.0,0.0,12.0,2.0,0.9,50.245800000000024,0.0,12.0,10.0,0.0,2.0,0.0,0.0,-0.5054446153397868,3.397573185572185,-1.0025598660341661,37,22,0.001520180025389248
PUBCHEM_3283,diethyl ether,1,Simple organic chemistry,3283,RTZKZFJDLAIYFH-UHFFFAOYSA-N,,CCOCC,CCOCC,C4H10O,74.123,1.0428000000000002,9.23,0.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,22.166999999999994,0.0,5.0,4.0,0.0,1.0,0.0,0.0,-2.4843379606635914,1.3167729940725832,-0.7400746179013268,9,0,0.004664867226434837
PUBCHEM_32838,guanidinium,3,Pre-nucleic/functional systems,32838,ZRALSGWEFCBTJO-UHFFFAOYSA-O,,C(=[NH2+])(N)N,NC(N)=[NH2+],CH6N3+,60.07999999999999,-2.9811000000000005,77.63,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,15.3072,1.0,4.0,1.0,3.0,0.0,0.0,0.0,-1.8814116277770259,-1.4011553156326344,3.9934978918208857,7,5,2.3037790987459247e-05
PUBCHEM_33032,glutamic acid,2,Prebiotic building blocks,33032,WHUUTDBJXJRKMK-VKHMYHEASA-N,,C(CC(=O)O)[C@@H](C(=O)O)N,N[C@@H](CCC(=O)O)C(=O)O,C5H9NO4,147.13,-0.736899999999999,100.61999999999999,3.0,3.0,4.0,0.0,0.0,0.0,10.0,5.0,0.6,32.480999999999995,0.0,10.0,5.0,1.0,4.0,0.0,0.0,-0.17659459467671837,0.5227658297257091,-0.9222854813800402,46,20,0.006216504171519743
PUBCHEM_3520,guanidine,3,Pre-nucleic/functional systems,3520,ZRALSGWEFCBTJO-UHFFFAOYSA-N,,C(=N)(N)N,N=C(N)N,CH5N3,59.071999999999996,-1.1614300000000002,75.89,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,16.1015,0.0,4.0,1.0,3.0,0.0,0.0,0.0,-1.8987948013047007,-1.1026887912655396,0.8205344190886036,7,5,2.3037790987459247e-05
PUBCHEM_379,octanoic acid,2,Prebiotic building blocks,379,WWZKQHOCKIZLMA-UHFFFAOYSA-N,,CCCCCCCC(=O)O,CCCCCCCC(=O)O,C8H16O2,144.214,2.4314999999999998,37.3,1.0,1.0,6.0,0.0,0.0,0.0,10.0,2.0,0.875,41.0118,0.0,10.0,8.0,0.0,2.0,0.0,0.0,-1.0136691935435906,2.58635658394159,-0.919751282510757,37,22,0.001520180025389248
PUBCHEM_3893,lauric acid,2,Prebiotic building blocks,3893,POULHZVOKOAJMA-UHFFFAOYSA-N,,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,C12H24O2,200.32199999999997,3.991900000000002,37.3,1.0,1.0,10.0,0.0,0.0,0.0,14.0,2.0,0.9166666666666666,59.47980000000005,0.0,14.0,12.0,0.0,2.0,0.0,0.0,0.0020604986818887295,4.199222470276781,-1.0777811723909603,37,22,0.001520180025389248
PUBCHEM_428913,N-(2-aminoethyl)glycine,3,Pre-nucleic/functional systems,428913,PIINGYXNCHTJTF-UHFFFAOYSA-N,,C(CNCC(=O)O)N,NCCNCC(=O)O,C4H10N2O2,118.136,-1.3806999999999992,75.35,3.0,3.0,4.0,0.0,0.0,0.0,8.0,4.0,0.75,29.559899999999995,0.0,8.0,4.0,2.0,2.0,0.0,0.0,-0.5951058517496153,0.5970586256128525,-0.6062149842441193,41,30,0.005378165812135473
PUBCHEM_439665,threose,3,Pre-nucleic/functional systems,439665,YTBSYETUWUMLBZ-QWWZWVQMSA-N,,C([C@H]([C@@H](C=O)O)O)O,O=C[C@@H](O)[C@H](O)CO,C4H8O4,120.10399999999997,-2.1005999999999996,77.76,3.0,4.0,3.0,0.0,0.0,0.0,8.0,4.0,0.75,25.163399999999992,0.0,8.0,4.0,0.0,4.0,0.0,0.0,-0.6725872279947425,0.124581227464808,-1.2933851382734631,8,8,0.0022032960952018733
PUBCHEM_445639,oleic acid,2,Prebiotic building blocks,445639,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,C18H34O2,282.4679999999999,6.1085000000000065,37.3,1.0,1.0,15.0,0.0,0.0,0.0,20.0,2.0,0.8333333333333334,87.08780000000007,0.0,20.0,18.0,0.0,2.0,0.0,0.0,1.4594265184030848,6.259914097416981,-1.1256116507762306,24,13,0.0003613534348324104
PUBCHEM_493570,riboflavin,2,Prebiotic building blocks,493570,AUNGANRZJHBGPY-SCRDCRAPSA-N,,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,C17H20N4O6,376.369,-1.7235599999999995,161.56,5.0,8.0,5.0,3.0,1.0,2.0,27.0,10.0,0.4117647058823529,95.62090000000002,0.0,27.0,17.0,4.0,6.0,0.0,0.0,6.820652449502926,1.1221226725388633,1.1000494540859755,0,0,0.0
PUBCHEM_517165,ammonium acetate,1,Simple organic chemistry,517165,USFZMSVCRYTOJT-UHFFFAOYSA-N,,CC(=O)[O-].[NH4+],CC(=O)[O-].[NH4+],C2H7NO2,77.083,-0.8676000000000001,76.63,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.5,16.6658,0.0,5.0,2.0,1.0,2.0,0.0,0.0,-1.9652680095594135,-0.5269251365001285,-0.3265433550466829,27,6,0.005955137037053163
PUBCHEM_527,propionaldehyde,1,Simple organic chemistry,527,NBBJYMSMWIIQGU-UHFFFAOYSA-N,,CCC=O,CCC=O,C3H6O,58.08,0.5952999999999999,17.07,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.6666666666666666,16.355,0.0,4.0,3.0,0.0,1.0,0.0,0.0,-2.7545076744963426,0.49888573430087296,-0.4254260060334699,21,2,0.007708327118287915
