PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,record_id,source_name,layer,layer_name,pubchem_cid,inchikey,existing_formula,canonical_smiles,Canonical_RDKit_SMILES,RDKit_MolecularFormula
0.509154490313776,4.995404716737948,-1.1486668917954024,0.6857347963076,0.006954125148953002,-0.22311181963633436,-1.8707433642231808,0.23165483928702602,-0.05029458433177815,-0.25131370510068357,-0.058182182858377715,-0.004304368483406959,0.167681491058253,-0.012558042416911632,0.030032518952134497,0.012887031860256085,0.0007117582977965653,3.9169168413518794e-17,-6.731909355045405e-17,-8.308342696720323e-18,PUBCHEM_11005,myristic acid,2,Prebiotic building blocks,11005,TUNFSRHWOTWDNC-UHFFFAOYSA-N,,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,C14H28O2
-0.010587937357559925,2.1932864618219123,-0.4473886873745781,-0.3495681642296099,0.6076444952146043,0.23353630934074443,0.6754556319095221,1.4784668212374534,0.026363787903997737,-0.5546825153130227,-0.39053723328691026,0.24297822889123646,-0.01876220189939367,0.01551880561971122,0.1030944677816393,0.1017158679399174,-0.004168097561222166,-1.4708832073343364e-16,-8.731839639687797e-17,-7.146387311105877e-18,PUBCHEM_1102,spermidine,3,Pre-nucleic/functional systems,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N,,C(CCNCCCN)CN,NCCCCNCCCN,C7H19N3
1.449227320508016,3.2339863728327862,-0.48865834257219565,-0.14990498958449544,0.7193558266134154,0.051723567856889,0.3321277654614224,2.41279700324779,0.28317409361550094,-0.6437345979931883,-0.6313975734481767,0.49137320629156106,-0.02190401122814499,0.016828472300027725,0.07727781890740971,0.154775771486912,0.025548214484582152,-3.344333691294873e-17,-1.1139220404918454e-16,-4.5016422067762654e-17,PUBCHEM_1103,spermine,3,Pre-nucleic/functional systems,1103,PFNFFQXMRSDOHW-UHFFFAOYSA-N,,C(CCNCCCN)CNCCCN,NCCCNCCCCNCCCN,C10H26N4
-1.121240467034993,0.3076748309507059,-0.9039118819867337,-0.05456271114005408,0.2329090422097155,-0.33357518898041,-0.2860456609493241,-0.01730196141868877,0.028965801823836262,0.41237820256861457,0.15532677262617642,-0.04702244665515047,0.30028365074788027,-0.0006489601312127786,-0.0733090525863539,-0.08443102619315589,0.012401492865174819,2.342282680856721e-17,-3.0701978290605847e-17,2.0743643544456217e-17,PUBCHEM_1110,succinic acid,1,Simple organic chemistry,1110,KDYFGRWQOYBRFD-UHFFFAOYSA-N,,C(CC(=O)O)C(=O)O,O=C(O)CCC(=O)O,C4H6O4
1.0974986463431482,0.24485340533999342,-0.6173386650991318,-0.22733477420557363,0.6800577988130863,-0.2859448157452673,0.1522905729183336,1.8590826177525235,0.19218866324111442,0.15369303538129703,-0.060866840794912745,0.03322131130078043,-0.1725250850311434,0.11408913981557992,-0.22982489684480792,-0.07513305173113673,0.055335135786446915,1.940139952002173e-16,7.341744632148993e-18,2.823007247932048e-17,PUBCHEM_11161,triglycine,3,Pre-nucleic/functional systems,11161,XKUKSGPZAADMRA-UHFFFAOYSA-N,,C(C(=O)NCC(=O)NCC(=O)O)N,NCC(=O)NCC(=O)NCC(=O)O,C6H11N3O4
-0.3629866479535967,-0.04727503120586368,-0.4923445275794799,-0.3330710206900047,0.482452672064817,-0.2203716533908239,0.2876345804138927,1.0301799238136469,0.13873232801486776,0.10640934034545271,-0.003696250236203305,0.013147900622622492,-0.03683435136692753,0.04868246987020411,-0.10893384353896884,-0.04051962385689412,0.027378459297992427,-8.513584330058413e-17,-4.0507903610493817e-19,1.1288352531222127e-17,PUBCHEM_11163,glycylglycine,3,Pre-nucleic/functional systems,11163,YMAWOPBAYDPSLA-UHFFFAOYSA-N,,C(C(=O)NCC(=O)O)N,NCC(=O)NCC(=O)O,C4H8N2O3
2.591639206087073,1.7085233399372977,6.1920256259092366,5.517912409450801,6.245786673788146,0.2268921449526703,-0.32854402877575956,-0.9687427014245396,-1.0358349674413627,0.3207088432137371,0.06748656245312762,0.2918132750818536,-0.1477959629346724,-0.1831525893564518,-0.029624311161641343,-0.05803466545432321,-0.022675328145606598,-1.3717085761971431e-16,1.782966417870063e-17,2.903726711267929e-17,PUBCHEM_1130,thiamine,2,Prebiotic building blocks,1130,JZRWCGZRTZMZEH-UHFFFAOYSA-N,,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,C12H17N4OS+
-0.42364311575726504,-0.32488438605343123,1.294497978105888,-0.7324137063524699,-0.26195087806256956,-0.2194982753328448,-0.3071671628376537,-0.0035708867811235193,-0.3399830712221366,0.3284169563855225,-0.09515605090972339,-0.30435322378466884,-0.14514624319817201,0.05878563172620616,-0.09674335207019714,0.040913257594430805,0.04290020733227112,5.575901429683196e-17,6.867359938880124e-17,-2.4972382437986693e-17,PUBCHEM_1135,thymine,2,Prebiotic building blocks,1135,RWQNBRDOKXIBIV-UHFFFAOYSA-N,,CC1=CNC(=O)NC1=O,Cc1c[nH]c(=O)[nH]c1=O,C5H6N2O2
-1.9499213379816434,0.7715395803389783,1.4666349828920382,-0.529365232997944,-0.7252591474295277,-0.18694948470884415,-1.2915563251487256,-1.239039071199821,-0.27519116110316577,0.27883937058900565,-0.21274428319525748,-0.29828344606550544,-0.339245173949947,-0.05547207613044305,0.055162435401614925,0.07859228771864298,-0.021560465172744448,-1.0049799919941442e-16,5.139249960288552e-19,3.900802557909796e-18,PUBCHEM_1140,toluene,1,Simple organic chemistry,1140,YXFVVABEGXRONW-UHFFFAOYSA-N,,CC1=CC=CC=C1,Cc1ccccc1,C7H8
-2.7205521399901422,0.7675671509583035,-0.3148100119662891,-0.5665765473276603,0.26424415971439236,0.6929669623656034,0.767697936226297,-0.5022406460886212,-0.6583939708492154,-0.6477782240048461,0.03730258304672043,-0.05015573702476777,-0.35397363391280107,0.09883759691128005,-0.14825345360494735,0.060432314073104725,0.06921258138044954,-3.682306671561197e-17,8.921500566087832e-17,-8.867468274025115e-18,PUBCHEM_1146,trimethylamine,1,Simple organic chemistry,1146,GETQZCLCWQTVFV-UHFFFAOYSA-N,,CN(C)C,CN(C)C,C3H9N
-0.641231377266418,-0.7865839707394222,1.440650596305022,-0.7334728259698918,-0.3314978074849001,-0.4739299279148805,-0.4666124468352349,0.08189298339625627,-0.1320018084710254,0.3171264930972435,-0.17148056351896604,-0.17997924422484318,-0.0006847674408160359,0.011643455775403858,-0.08903460003507711,0.03481852958304523,0.04991913734235905,-9.012684830407141e-17,6.292634034626489e-17,-1.8640947504482922e-17,PUBCHEM_1174,uracil,2,Prebiotic building blocks,1174,ISAKRJDGNUQOIC-UHFFFAOYSA-N,,C1=CNC(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,C4H4N2O2
-2.138273977467859,-1.1427479809984942,0.48929954006391335,-0.5461837005341887,0.03490209427524292,-0.7405388323613018,0.010358932415312333,0.6298073422834282,0.6261986331759498,-0.24126129558970522,0.14865662440564514,-0.25514226234237575,0.02385769728787266,0.002529085584521772,-0.015012785913163925,0.021092728689192913,0.004786293069880286,-6.422195852954277e-17,-7.688309960123508e-17,1.7399646455609217e-17,PUBCHEM_1176,urea,1,Simple organic chemistry,1176,XSQUKJJJFZCRTK-UHFFFAOYSA-N,,C(=O)(N)N,NC(N)=O,CH4N2O
1.0774942997759138,-0.7830404014058773,2.876524286457828,-1.2111646084316914,-0.5883596558111505,-0.3981247362434446,-0.1111286064543575,0.38196364357970364,-0.6876906266769196,0.3934747285246332,-0.3349934807170187,-0.3170473655246253,0.30940124999637997,0.09418088459064528,-0.08877350880545846,0.03393740554714686,0.04604135159062282,-3.980985358272408e-16,4.7853284327002545e-17,-3.410039847303567e-17,PUBCHEM_1188,xanthine,2,Prebiotic building blocks,1188,LRFVTYWOQMYALW-UHFFFAOYSA-N,,C1=NC2=C(N1)C(=O)NC(=O)N2,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,C5H4N4O2
-1.2958218311290641,0.7301306908808722,-0.6550154570818474,-0.301897025007389,0.364421103012754,0.04088693092209559,0.3663689187041488,0.26341733890421387,-0.10074035799183455,-0.026626115032120836,0.002824939750266309,-0.026219597582119576,0.1423316290886188,0.0067800894040908714,0.027801032034757575,-0.01788753090011601,-0.010741458370925777,1.421776091472163e-17,-3.247616056821039e-17,1.810453348798163e-17,PUBCHEM_119,aminobutyric acid,3,Pre-nucleic/functional systems,119,BTCSSZJGUNDROE-UHFFFAOYSA-N,,C(CC(=O)O)CN,NCCCC(=O)O,C4H9NO2
5.857605474745355,0.3155572477027478,1.8105133143840797,-0.620447328269837,-0.6216455922586082,0.4795398031651877,0.13748785899893728,-0.2829029752903857,-0.3029149029789113,-0.5567560448113753,0.029230582522308396,0.06476473680454425,0.13117246769201857,0.01869401769717428,0.004466996609457285,-0.05040139579316495,-0.010531872563894453,4.2202182729185577e-16,-4.344069713311715e-17,-1.6942862406074135e-17,PUBCHEM_12599,deoxyadenosine monophosphate,5,DNA/deoxyribonucleotide systems,12599,KHWCHTKSEGGWEX-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,C10H14N5O6P
4.51915042437353,0.10753974633501831,2.430021814162474,-1.188151526148454,-0.40042869989900914,1.49646083596537,0.034994904725704504,0.1422673147211424,-0.17191126730953654,-0.00843106995806191,0.11019338589783635,0.07053635467479155,0.1423165881464457,0.044322991322805434,0.0175394669279092,-0.01592323109355802,0.012273629090002793,1.281446450874905e-16,-1.738198061091303e-16,2.2801010494777632e-17,PUBCHEM_135398592,deoxyguanosine,5,DNA/deoxyribonucleotide systems,135398592,YKBGVTZYEHREMT-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,C10H13N5O4
6.3542402215423275,0.09233124214014547,1.6129082586037522,-0.6153576663861878,-0.4851217130091749,0.4389149841331806,0.2660446045633865,-0.06464468012669157,-0.19449162829940894,-0.20121359453057167,-0.03177206349081058,-0.1442809159084067,0.17474755781554613,0.08841199569672122,-0.02451968551965416,-0.0201805340459462,0.011895004137104915,1.0321933390740136e-16,-5.329112020489815e-17,1.8529574776418727e-17,PUBCHEM_135398597,deoxyguanosine monophosphate,5,DNA/deoxyribonucleotide systems,135398597,LTFMZDNNPPEQNG-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,C10H14N5O7P
10.209105650350459,-0.0013492130066631845,-0.036813338537468536,0.5392863830105523,-0.6804210282804636,-1.6781565943967058,0.8591065806292272,-0.4773835826481131,-0.28575503475604697,-0.5184676413699523,-0.09972352831387535,-0.045419904300313424,0.13316130295138193,0.010601015013890516,-0.00555434352686777,0.016805470857766514,-0.005667241246270967,3.895894345123337e-17,4.713637267918921e-17,1.2898454663378358e-17,PUBCHEM_135398599,deoxyguanosine triphosphate,5,DNA/deoxyribonucleotide systems,135398599,HAAZLUGHYHWQIW-KVQBGUIXSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,C10H16N5O13P3
8.869639677524505,-0.28934975003996816,0.5579811114242228,-0.04361222636567513,-0.4240226874366384,-0.6268391394211308,0.760369536821299,-0.018246375901236907,-0.16495512690787487,0.03905788052374801,-0.09735176394299443,-0.01438552598570347,0.12390153714828073,0.046612710238612944,0.0013580037209927898,0.001430301403199558,-0.001374150639133102,-1.3416012870622206e-16,1.0626674886170076e-17,8.601118485431319e-18,PUBCHEM_135398619,guanosine diphosphate,4,RNA/ribonucleotide systems,135398619,QGWNDRXFNXRZMB-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H15N5O11P2
6.942206963120439,-0.24250952246656388,1.3828419099948326,-0.6209342510640454,-0.32637302980099386,0.4316966498438129,0.4638385487883786,0.1881230753594739,-0.11932342367955578,0.19768490394343813,-0.063376031531462,-0.06381603178975037,0.14469466458036292,0.08551820058002836,-0.008124667275400567,-0.017062701048656967,0.007406972052554621,-3.0376706000319017e-18,3.740876672514194e-17,-2.462581264550183e-17,PUBCHEM_135398631,guanosine monophosphate,4,RNA/ribonucleotide systems,135398631,RQFCJASXJCIDSX-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H14N5O8P
10.79707239192857,-0.3361899776133723,-0.2668796871463876,0.5337097983326947,-0.5216723450722827,-1.6853749286860735,1.0569005248542191,-0.2246158271619479,-0.2105868301361941,-0.11956914289594262,-0.1313274963545274,0.03504497981834284,0.10310840971619825,0.007707219897196918,0.010840674717385564,0.019923303855056335,-0.010155273330820879,-3.074825458042272e-17,2.1668378169897458e-16,-3.8846054363620306e-17,PUBCHEM_135398633,guanosine triphosphate,4,RNA/ribonucleotide systems,135398633,XKMLYUALXHKNFT-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H16N5O14P3
1.2474085565123403,-0.7061298818385073,3.224826664539865,-1.322221412491478,-0.617657248632797,-0.4249338673477308,0.15239365871378172,0.7193801934870473,-0.6778446437243173,0.05908638161205086,-0.09978176443698986,-0.12589279011604684,0.19522954047334168,0.016402931732793384,-5.9221587896524384e-05,0.06313816434137155,0.012345598319368645,-2.507933359583647e-16,7.106100958877925e-17,-5.022907881304047e-18,PUBCHEM_135398634,guanine,2,Prebiotic building blocks,135398634,UYTPUPDQBNUYGX-UHFFFAOYSA-N,,C1=NC2=C(N1)C(=O)NC(=N2)N,Nc1nc2nc[nH]c2c(=O)[nH]1,C5H5N5O
5.1071171659516414,-0.22730101827169097,2.199955465553556,-1.1937281108263114,-0.24168001669082834,1.489242501676002,0.23278884895069651,0.3950350702073072,-0.09674306268968401,0.390467428515948,0.07858941785718457,0.15100123879344787,0.1122636949112623,0.04142919620611289,0.03393448517216299,-0.01280539809626837,0.007785597005453143,-3.011724310271689e-16,-4.268229162927165e-17,4.474724022502861e-18,PUBCHEM_135398635,guanosine,2,Prebiotic building blocks,135398635,NYHBQMYGNKIUIF-UUOKFMHZSA-N,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,C10H13N5O5
0.5808595529789417,-0.5598143958432745,3.0741293422381557,-1.2162542703153403,-0.7248835350605838,-0.3574999172114375,-0.2396853520188069,0.16370534841600964,-0.7961139013564219,0.03793227824382946,-0.2739908347038997,-0.10800171281167426,0.2658261598728526,0.024462906591098548,-0.05978682667634719,0.003716543799928372,0.023614474889623614,-4.40172886200577e-16,9.113130598226168e-18,1.775897207066642e-17,PUBCHEM_135398638,hypoxanthine,2,Prebiotic building blocks,135398638,FDGQSTZJBFJUBT-UHFFFAOYSA-N,,C1=NC2=C(N1)C(=O)NC=N2,O=c1[nH]cnc2nc[nH]c12,C5H4N4O
4.440568162418244,-0.08098553227645833,2.0492581432518464,-1.0877609686501744,-0.34890630311861465,1.5566764518122955,-0.15929016178189162,-0.1606397748637299,-0.21501232032178808,0.36931332514772625,-0.09561965240972539,0.16889231609782054,0.18286031431077265,0.04948917106441767,-0.025793119916288014,-0.07222701863771147,0.019054473575708143,-1.0821247050889491e-16,-6.713675796459253e-17,2.079940078306702e-17,PUBCHEM_135398641,inosine,2,Prebiotic building blocks,135398641,UGQMRVRMYYASKQ-KQYNXXCUSA-N,,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H12N4O5
-0.634105741557445,0.631270725015149,-0.7676356142884027,-0.13319331625818778,0.363730923875456,-0.1444379456987059,-0.11274150291519722,0.5058905554158685,-0.08181848205312875,0.06634324987936663,0.059978889818202284,0.19238716279245327,0.07061914639228921,-0.08100991735498442,0.009218833868329722,-0.07771602477843252,-0.003164108118954809,-2.0590247495766887e-17,-2.501922952177795e-17,3.136119270740379e-17,PUBCHEM_137,aminolevulinic acid,3,Pre-nucleic/functional systems,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,,C(CC(=O)O)C(=O)CN,NCC(=O)CCC(=O)O,C5H9NO3
2.8052211752120564,0.1677782898414727,0.943566276232233,-0.7219565515793637,-0.1145175843957631,1.4876465214601002,-0.23536348589696968,-0.1777786784868263,0.3263448762847849,-0.09391252088959393,0.26956614387449895,0.1952752986913955,-0.15977683502748027,-0.02963707389548393,0.017866320862566055,-0.019689873329895764,0.013767445777185024,-9.199302829537197e-17,-6.458869263200132e-17,7.27445313281096e-18,PUBCHEM_13711,deoxycytidine,5,DNA/deoxyribonucleotide systems,13711,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,C9H13N3O4
4.022515677576558,0.3307657518976207,2.627626869942802,-1.1932411880321034,-0.5369525791484425,1.5370856549973773,-0.09356184083874487,-0.07599098044255218,-0.2803345419890391,-0.36397352023886576,0.171196031910955,0.2795820073877426,0.09874149802291772,-0.025394986676741227,0.0465261490570207,-0.04614409284077631,-0.010153247610996272,6.303637216148162e-16,-1.419784934763575e-16,1.782720027492257e-17,PUBCHEM_13730,deoxyadenosine,5,DNA/deoxyribonucleotide systems,13730,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,C10H13N5O3
4.640310972380854,0.1525697856466,0.12645272067351102,-0.14916269181709757,-0.19921059750592865,0.4301006696279107,-0.004313786059287868,-0.38469067333466,0.3037645152949126,-0.2866950454621036,0.12760069448585185,-0.01954197189180312,-0.12734586535837966,0.014451930478431331,-0.024192831584997528,-0.023947176282283458,0.013388820824286963,-2.606649562326736e-16,-5.451721987797283e-17,2.221380311309309e-17,PUBCHEM_13945,deoxycytidine monophosphate,5,DNA/deoxyribonucleotide systems,13945,NCMVOABPESMRCP-SHYZEUOFSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,C9H14N3O7P
-1.7696084712035454,-1.3197630887335199,-0.020619347031553496,-0.3330031092143006,0.030816681314631108,-0.8364550651675784,-0.21594401813269903,0.29623447451220297,0.43900091702491945,0.1810576901827579,0.47739204634649596,-0.1688604145334885,0.199376078722918,-0.1027380200983158,0.08753603903559246,-0.03646528440902704,-0.007127753879567627,-2.3391177327628558e-17,-3.3881901767516036e-17,3.155625447050838e-17,PUBCHEM_14013,ammonium bicarbonate,1,Simple organic chemistry,14013,ATRRKUHOCOJYRX-UHFFFAOYSA-N,,C(=O)(O)[O-].[NH4+],O=C([O-])O.[NH4+],CH5NO3
-0.5221851046194048,0.3686929258378262,-0.26864605322285007,-0.5522987323177707,0.11080322652618171,1.561288111036285,0.3119408506549354,-0.9111916177853516,0.9916668091765188,-0.5031264043503956,0.16924617344290202,-0.20134593803569212,0.15108886565863744,0.09529306067345729,0.036541376304584296,0.011299306979252348,-0.026683454173402007,-1.5599460169688675e-16,-3.297944242488377e-17,1.938519818098516e-17,PUBCHEM_145742,proline,2,Prebiotic building blocks,145742,ONIBWKKTOPOVIA-BYPYZUCNSA-N,,C1C[C@H](NC1)C(=O)O,O=C(O)[C@@H]1CCCN1,C5H9NO2
9.712470903553486,0.2218767925559401,0.1607917172428595,0.5341967211269029,-0.816944907529897,-1.6375317753646985,0.7305498350647779,-0.6956418778118078,-0.3941783094355495,-0.8740100916507566,-0.03872088230075652,0.16362574841263736,0.08958621282785399,-0.0591169629856567,0.02343233860224407,-0.013415390889452133,-0.028094117947270167,-2.0812035187210233e-17,-1.416911721624195e-16,4.0003598401623816e-17,PUBCHEM_15993,deoxyadenosine triphosphate,5,DNA/deoxyribonucleotide systems,15993,SUYVUBYJARFZHO-RRKCRQDMSA-N,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,C10H16N5O12P3
4.594024351669801,0.0015424609439988505,0.025550669927901573,-0.2539537946127231,-0.0862978746112688,0.42663939415378893,0.4863477162495604,-0.2746410707125091,0.4895766026691664,-0.03515291626869892,-0.03055669770777003,-0.03702284353888555,0.10361458714808491,0.07510473231610404,0.02371159765596927,-0.003755440310925197,-0.016228533742812964,-6.059044708189185e-17,-6.900303928793967e-17,3.29281938299761e-17,PUBCHEM_161500,aminoimidazole ribonucleotide,3,Pre-nucleic/functional systems,161500,PDACUKOKVHBVHJ-XVFCMESISA-N,,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,C8H14N3O7P
2.4616780663876625,1.3849439234606893,0.22280207611268757,1.934119234574459,-1.1776285618971216,3.3309545692127367,-0.14406378042698106,-0.4290613378400254,2.1522760518082724,-0.8772156701455277,0.17163508659954216,-0.5126312545710234,0.4186228885904895,-0.06978886474124676,-0.01334997866957402,-0.05494987284053047,-0.04759824885595035,-1.2910866331097298e-17,-1.4020268470262365e-16,3.615062965568459e-17,PUBCHEM_171548,biotin,2,Prebiotic building blocks,171548,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,C10H16N2O3S
-2.166494316412373,0.2823386302716122,-1.0115991826069495,-0.4871585097614538,0.5106528040980172,0.4933461829813462,1.0788620096219987,-0.35880647238202384,-0.3396136985446922,0.3028180147159995,-0.21031021645854073,0.08105310644329564,0.17541757942345554,0.02905861227656423,0.04940632545723235,0.0163804410435068,-0.006633849092547633,-5.761877499432953e-17,-5.766067637445163e-17,9.48531279531247e-18,PUBCHEM_174,ethylene glycol,1,Simple organic chemistry,174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,,C(CO)O,OCCO,C2H6O2
-2.564243638711634,-0.19171663028619304,-0.39818355394238186,-0.3574508089112157,0.08974864595662711,-0.10525743461112526,0.11061975348826526,-0.5264243803625324,-0.04182663287223396,0.0870562722269528,0.1658682927339634,-0.1263168337851976,0.06097289967333884,0.011836804363023787,-0.05369147220130771,-0.004860451028078296,0.01571465913560806,-1.3535917193738077e-17,-2.4634952056018453e-17,7.347127428282428e-18,PUBCHEM_176,acetic acid,1,Simple organic chemistry,176,QTBSBXVTEAMEQO-UHFFFAOYSA-N,,CC(=O)O,CC(=O)O,C2H4O2
-3.0219300509676246,-0.08371792964542324,-0.24365708668938413,-0.37889323138431746,0.01706445002395002,0.009644381530962792,-0.03693663332086388,-0.6713997031498969,-0.1789882644785164,-0.25714527971875056,0.07886980695237203,0.09831945422309064,-0.05747532790786863,-0.07344452508624577,-0.028461314224053826,-0.00971888733053425,0.022232570210128064,-6.000328290762468e-17,-1.414482757390392e-17,1.1477085147435949e-17,PUBCHEM_177,acetaldehyde,1,Simple organic chemistry,177,IKHGUXGNUITLKF-UHFFFAOYSA-N,,CC=O,CC=O,C2H4O
-2.449088577267682,-0.27081332952564796,-0.10740401094679908,-0.5031930675628682,0.16916615789246603,-0.024981112781999246,0.29300357420784495,-0.08563629068971623,-0.04666257881875554,-0.2617021025434793,0.07217139989730531,-0.15974156023168726,-0.09449971882726962,0.011628752080898965,-0.027694221435952585,-0.017126887585393318,0.0036040441590627294,-2.981971101404175e-17,-3.292741253549561e-17,2.780598744478781e-17,PUBCHEM_178,acetamide,1,Simple organic chemistry,178,DLFVBJFMPXGRIB-UHFFFAOYSA-N,,CC(=O)N,CC(N)=O,C2H5NO
-1.96393042001024,0.5081943667313655,-0.6894011637463794,-0.297019982912183,0.2370792605483788,0.2541911365104785,0.1793606391147378,-0.4560845636254261,-0.3233982167556363,0.12086461778133138,0.12412262236104955,0.05897116251067815,-0.2112936897272481,-0.02724498518098551,-0.012230763012681086,-0.0020640339427306816,0.005799495723717188,1.7141560433664621e-18,6.245181839116986e-17,-1.3749807699079563e-17,PUBCHEM_179,acetoin,1,Simple organic chemistry,179,ROWKJAVDOGWPAT-UHFFFAOYSA-N,,CC(C(=O)C)O,CC(=O)C(C)O,C4H8O2
-2.8121248962383487,0.35610463665177783,-0.35343866745952673,-0.36852112523738106,0.06033074887484154,0.21380991769523275,0.07371561681104914,-0.7549038733947037,-0.34863275194394117,-0.24200791214992062,0.17794617127177836,-0.02109356080707006,-0.19698397419027744,-0.029670312106210038,-0.03610673351767177,-0.0026770241854648133,0.013581171600083462,-5.7199776650078e-17,2.2236300098723966e-17,1.9175508034731253e-17,PUBCHEM_180,acetone,1,Simple organic chemistry,180,CSCPPACGZOOCGX-UHFFFAOYSA-N,,CC(=O)C,CC(C)=O,C3H6O
0.7507738097153686,-0.482903876275905,3.4224317203201933,-1.3273110743751269,-0.7541811278822307,-0.38430904831572343,0.023836913149332103,0.501121898323353,-0.7862679184038195,-0.296456068668753,-0.038779118423870766,0.08315286259690421,0.15165445034981417,-0.053315046266753305,0.028927460541214922,0.03291730259415334,-0.010081278381630395,-1.79622808333445e-16,-8.266558058525453e-19,8.414840842661136e-18,PUBCHEM_190,adenine,2,Prebiotic building blocks,190,GFFGJBXGBJISGV-UHFFFAOYSA-N,,C1=NC2=NC=NC(=C2N1)N,Nc1ncnc2nc[nH]c12,C5H5N5
-2.162576130813343,0.37544445457413017,1.5607605576629544,-0.5422496407335811,-0.7649268306126622,-0.37247623506282235,-1.363444003680727,-1.174121257847662,-0.12628350652395773,0.258154742782181,-0.2933272452893582,-0.18659090599694886,-0.18656274409322732,-0.09379182095295144,0.06347593103427522,0.0677170001129576,-0.01699361762905483,2.6477953180287798e-18,2.0733821206125478e-17,8.054760893513674e-18,PUBCHEM_241,benzene,1,Simple organic chemistry,241,UHOVQNZJYSORNB-UHFFFAOYSA-N,,C1=CC=CC=C1,c1ccccc1,C6H6
